date,open,high,low,close,volume,amount,position
2022-01-04 00:00:00+08:00,4960.0,4966.0,4872.2,4925.6,65395.0,96336359424.0,82784.0
2022-01-05 00:00:00+08:00,4919.6,4928.8,4855.2,4877.0,73461.0,107875405824.0,83642.0
2022-01-06 00:00:00+08:00,4860.2,4867.6,4787.2,4818.2,67481.0,97680134144.0,82203.0
2022-01-07 00:00:00+08:00,4833.6,4863.4,4825.4,4829.6,58567.0,85086023680.0,77525.0
2022-01-10 00:00:00+08:00,4822.0,4857.6,4790.2,4845.6,55271.0,80142651392.0,76637.0
2022-01-11 00:00:00+08:00,4841.6,4858.6,4795.6,4800.8,60829.0,88063348736.0,76606.0
2022-01-12 00:00:00+08:00,4822.0,4869.6,4819.0,4852.6,58829.0,85416726528.0,71136.0
2022-01-13 00:00:00+08:00,4863.0,4868.4,4767.0,4767.2,66308.0,95729098752.0,73755.0
2022-01-14 00:00:00+08:00,4753.2,4772.4,4720.6,4723.6,58708.0,83580071936.0,65672.0
2022-01-17 00:00:00+08:00,4732.0,4784.0,4730.2,4763.6,53583.0,76507398144.0,59943.0
2022-01-18 00:00:00+08:00,4760.0,4831.0,4745.2,4812.2,58610.0,84343832576.0,54102.0
2022-01-19 00:00:00+08:00,4818.2,4839.4,4761.6,4788.4,55463.0,79834124288.0,44774.0
2022-01-20 00:00:00+08:00,4784.4,4854.8,4784.4,4825.0,45581.0,65925421568.0,24238.0
2022-01-21 00:00:00+08:00,4815.0,4824.0,4761.6,4775.6,19323.0,27806500864.0,0.0
2022-01-24 00:00:00+08:00,4785.0,4817.8,4763.6,4803.4,58320.0,83842670592.0,61440.0
2022-01-25 00:00:00+08:00,4780.4,4794.0,4686.4,4690.8,64532.0,91909181440.0,65464.0
2022-01-26 00:00:00+08:00,4716.4,4727.6,4664.4,4718.4,60134.0,84940472320.0,63271.0
2022-01-27 00:00:00+08:00,4707.4,4709.8,4621.0,4637.8,67742.0,94878244864.0,65389.0
2022-01-28 00:00:00+08:00,4666.8,4669.0,4524.0,4540.6,75527.0,104473833472.0,64225.0
2022-02-07 00:00:00+08:00,4616.8,4668.2,4608.0,4627.2,56834.0,79000227840.0,57646.0
2022-02-08 00:00:00+08:00,4615.6,4626.6,4518.0,4607.2,65302.0,89681907712.0,64391.0
2022-02-09 00:00:00+08:00,4615.6,4659.0,4594.0,4648.4,57333.0,79587536896.0,56781.0
2022-02-10 00:00:00+08:00,4656.0,4659.2,4611.2,4636.2,50993.0,70825062400.0,55762.0
2022-02-11 00:00:00+08:00,4619.6,4667.6,4595.2,4595.2,64200.0,89209864192.0,59808.0
2022-02-14 00:00:00+08:00,4581.0,4599.6,4530.6,4552.6,56775.0,77784403968.0,52644.0
2022-02-15 00:00:00+08:00,4555.4,4599.4,4549.6,4591.2,51003.0,70056456192.0,46560.0
2022-02-16 00:00:00+08:00,4619.0,4638.6,4602.0,4612.4,40895.0,56687388160.0,35295.0
2022-02-17 00:00:00+08:00,4611.0,4652.6,4602.8,4623.8,33686.0,46767424256.0,20766.0
2022-02-18 00:00:00+08:00,4600.0,4651.0,4597.2,4648.8,61863.0,85841473536.0,124797.0
2022-02-21 00:00:00+08:00,4641.4,4645.0,4605.0,4627.4,62344.0,86415208448.0,127738.0
2022-02-22 00:00:00+08:00,4594.2,4595.0,4540.6,4569.4,74109.0,101376868352.0,132507.0
2022-02-23 00:00:00+08:00,4579.0,4622.0,4572.0,4617.2,59859.0,82560966656.0,122249.0
2022-02-24 00:00:00+08:00,4590.0,4599.6,4492.4,4534.0,91859.0,125300162560.0,139308.0
2022-02-25 00:00:00+08:00,4569.0,4623.0,4560.6,4572.0,79599.0,109571686400.0,124282.0
2022-02-28 00:00:00+08:00,4566.0,4580.6,4528.0,4574.4,65865.0,90000244736.0,121879.0
2022-03-01 00:00:00+08:00,4600.0,4621.0,4576.8,4608.6,66397.0,91666612224.0,118483.0
2022-03-02 00:00:00+08:00,4586.6,4590.2,4552.0,4575.0,61056.0,83763908608.0,116401.0
2022-03-03 00:00:00+08:00,4599.4,4604.6,4535.8,4546.8,60809.0,83233574912.0,117779.0
2022-03-04 00:00:00+08:00,4501.6,4537.0,4482.2,4499.4,72018.0,97370791936.0,120778.0
2022-03-07 00:00:00+08:00,4450.4,4455.6,4324.2,4339.4,81868.0,107723534336.0,119532.0
2022-03-08 00:00:00+08:00,4364.4,4375.0,4222.4,4237.0,105026.0,135627472896.0,117394.0
2022-03-09 00:00:00+08:00,4266.2,4293.8,4025.0,4202.0,123571.0,155550138368.0,117527.0
2022-03-10 00:00:00+08:00,4275.8,4315.0,4260.4,4266.4,83652.0,107617636352.0,104322.0
2022-03-11 00:00:00+08:00,4209.0,4317.4,4149.0,4311.0,108112.0,136914739200.0,107632.0
2022-03-14 00:00:00+08:00,4248.0,4270.6,4161.0,4162.4,95216.0,120564027392.0,96044.0
2022-03-15 00:00:00+08:00,4110.0,4162.8,3935.4,3941.4,128984.0,157392621568.0,91787.0
2022-03-16 00:00:00+08:00,4039.6,4174.6,3939.6,4152.2,121382.0,147257602048.0,63508.0
2022-03-17 00:00:00+08:00,4239.6,4302.0,4208.8,4234.0,68064.0,86640848896.0,32138.0
2022-03-18 00:00:00+08:00,4190.0,4257.8,4169.2,4232.6,95084.0,120060534784.0,97306.0
2022-03-21 00:00:00+08:00,4236.2,4247.2,4174.0,4215.0,83968.0,106178301952.0,95436.0
2022-03-22 00:00:00+08:00,4217.0,4260.2,4197.8,4213.2,78783.0,99756412928.0,97954.0
2022-03-23 00:00:00+08:00,4235.0,4263.0,4206.8,4241.2,85055.0,108068507648.0,100264.0
2022-03-24 00:00:00+08:00,4215.0,4249.6,4185.6,4218.8,82607.0,104459788288.0,100606.0
2022-03-25 00:00:00+08:00,4220.0,4237.6,4137.0,4137.0,87845.0,110328016896.0,104443.0
2022-03-28 00:00:00+08:00,4100.0,4155.0,4055.0,4128.2,94420.0,116358897664.0,110467.0
2022-03-29 00:00:00+08:00,4140.0,4165.0,4103.2,4113.2,71009.0,88051806208.0,103191.0
2022-03-30 00:00:00+08:00,4149.0,4256.0,4145.8,4254.2,103025.0,129867169792.0,105510.0
2022-03-31 00:00:00+08:00,4234.8,4248.2,4211.0,4218.8,65855.0,83453247488.0,92894.0
2022-04-01 00:00:00+08:00,4190.2,4292.0,4185.0,4268.0,84252.0,107383554048.0,99798.0
2022-04-06 00:00:00+08:00,4242.0,4265.0,4220.4,4242.0,70389.0,89529286656.0,88547.0
2022-04-07 00:00:00+08:00,4220.0,4260.0,4188.0,4195.2,83696.0,105981923328.0,98287.0
2022-04-08 00:00:00+08:00,4203.2,4235.0,4172.2,4233.8,82187.0,103795691520.0,88912.0
2022-04-11 00:00:00+08:00,4192.2,4199.2,4087.2,4100.0,96357.0,119300227072.0,91921.0
2022-04-12 00:00:00+08:00,4108.8,4185.0,4081.8,4176.0,99501.0,123418869760.0,73813.0
2022-04-13 00:00:00+08:00,4151.4,4195.0,4142.0,4147.8,73095.0,91301834752.0,56394.0
2022-04-14 00:00:00+08:00,4180.0,4218.6,4159.2,4186.2,60196.0,75596201984.0,27714.0
2022-04-15 00:00:00+08:00,4160.0,4206.6,4153.8,4194.4,24106.0,30219506176.0,0.0
2022-04-18 00:00:00+08:00,4138.2,4164.8,4114.0,4158.2,77885.0,96784986112.0,76909.0
2022-04-19 00:00:00+08:00,4165.0,4188.0,4105.2,4134.8,75170.0,93434818560.0,81341.0
2022-04-20 00:00:00+08:00,4130.0,4139.0,4054.0,4054.6,84223.0,103361933312.0,87351.0
2022-04-21 00:00:00+08:00,4053.4,4081.4,3974.2,3998.8,99486.0,120382369792.0,94787.0
2022-04-22 00:00:00+08:00,3970.0,4043.6,3953.0,4011.8,86195.0,103502045184.0,88262.0
2022-04-25 00:00:00+08:00,3933.4,3964.4,3800.0,3809.8,113887.0,133543874560.0,101633.0
2022-04-26 00:00:00+08:00,3832.0,3881.0,3771.4,3782.0,114509.0,131492438016.0,97155.0
2022-04-27 00:00:00+08:00,3775.0,3886.0,3772.0,3885.8,113514.0,130421469184.0,94529.0
2022-04-28 00:00:00+08:00,3872.6,3927.8,3864.4,3916.0,97238.0,113573097472.0,85934.0
2022-04-29 00:00:00+08:00,3936.0,4021.6,3887.2,4019.4,103063.0,122268794880.0,88974.0
2022-05-05 00:00:00+08:00,4018.0,4028.8,3989.2,3995.0,69449.0,83460141056.0,78594.0
2022-05-06 00:00:00+08:00,3930.0,3942.0,3876.8,3880.2,81098.0,95178252288.0,83313.0
2022-05-09 00:00:00+08:00,3864.4,3894.8,3827.6,3853.2,65990.0,76433694720.0,78214.0
2022-05-10 00:00:00+08:00,3813.2,3932.2,3785.0,3914.0,95700.0,111228850176.0,83982.0
